Offer Title,Price,Currency,Offered By,Brand,Model,Version,Year,Mileage,Engine Capacity,Fuel Type,Power,Body Type,Transmission,Number of Doors,Number of Seats,Color,Condition,Registration Number,Drive,City Fuel Consumption,Registered in Poland,Accident Free,Tuning,Car Link
Mazda 3,15500,PLN,Prywatne,Mazda,3,,2007,180 000 km,1 999 cm3,Benzyna,149 KM,Kompakt,Manualna,5,5,Czarny,Używane,Tak,Na przednie koła,10 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-3-mazda-3-2007-180-000-km-ID6GpxHG.html
Mazda 6 Sport 2.0 MZR DISI Exclusive-Line Edition 40 Jahre,31999,PLN,Prywatne,Mazda,6,Sport 2.0 MZR DISI Exclusive-Line Edition 40 Jahre,2011,115 650 km,1 999 cm3,Benzyna,155 KM,Sedan,Manualna,5,5,Niebieski,Używane,Tak,Na przednie koła,9 l/100km,,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-6-mazda-6-2-0-115oootys-km-czujniki-parkowania-parkowania-piekny-kolor-ID6GeMHS.html
Mazda 2 1.3 MZR Edition,21999,PLN,Prywatne,Mazda,2,1.3 MZR Edition,2011,149 680 km,1 349 cm3,Benzyna,75 KM,Kompakt,Manualna,5,4,Czerwony,Używane,Tak,Na przednie koła,"6,20 l/100km",,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-2-mazda-2-1-3-piekny-kolor-czerwon-perla-grzane-fotele-klima-org-lakier-ID6GpPAZ.html
Mazda 5 2.0 Active,26900,PLN,Prywatne,Mazda,5,2.0 Active,2010,180 000 km,1 999 cm3,Benzyna,145 KM,Minivan,Manualna,5,7,Błękitny,Używane,Tak,Na przednie koła,"10,60 l/100km",,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-5-xenon-klimatron-sprowadzony-oplacony-ID6FYuuW.html
Mazda CX-3 2.0 Skypassion AWD,89000,PLN,Prywatne,Mazda,CX-3,2.0 Skypassion AWD,2018,59 518 km,1 998 cm3,Benzyna,150 KM,SUV,Automatyczna,5,5,Szary,Używane,Tak,4x4 (dołączany automatycznie),7 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-3-mazda-cx3-drugi-wlasciciel-polski-salon-ID6GpPsB.html
Mazda 6 2.0 CD Dynamic,19000,PLN,Prywatne,Mazda,6,2.0 CD Dynamic,2009,287 358 km,1 998 cm3,Diesel,140 KM,Kombi,Manualna,5,5,Srebrny,Używane,Tak,Na przednie koła,6 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-6-mazda-6-gh-kombi-2-0-mzr-cd-diesel-2-kpl-opon-ID6Gp2S6.html
Mazda 3 2.0 Enso,66900,PLN,Prywatne,Mazda,3,2.0 Enso,2016,83 307 km,1 998 cm3,Benzyna,120 KM,Kompakt,Manualna,5,5,Niebieski,Używane,Tak,Na przednie koła,6 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-3-piekna-mazda-3hb-2-0-120-km-6mt-w-najbogatszym-wyposazeniu-enso-ID6Gn7ow.html
Mazda CX-3 2.0 SkyEnergy,75900,PLN,Prywatne,Mazda,CX-3,2.0 SkyEnergy,2018,66 350 km,1 998 cm3,Benzyna,121 KM,SUV,Manualna,5,5,Biały,Używane,Tak,Na przednie koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-3-mazda-cx-3-2-0-120km-2018-kamera-led-navi-salon-polska-ID6Gp2PP.html
Mazda 6 2.0 SkyEnergy,80500,PLN,Prywatne,Mazda,6,2.0 SkyEnergy,2018,52 000 km,1 998 cm3,Benzyna,145 KM,Sedan,Manualna,5,5,Szary,Używane,Tak,Na przednie koła,,,,,https://www.otomoto.pl/osobowe/oferta/mazda-6-mazda-6-zadbana-przebieg-52-000km-ID6GpPeg.html
Mazda CX-3 SKYACTIV-G 120 FWD Center-Line,66900,PLN,Firma,Mazda,CX-3,SKYACTIV-G 120 FWD Center-Line,2018,113 711 km,1 998 cm3,Benzyna,120 KM,SUV,Manualna,5,5,Biały,Używane,,Na przednie koła,"7,40 l/100km",,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-3-skyactiv2-0-benzyna120-kmnavi117-tys-kmbialy-metalikjak-nowa-ID6GpCLF.html
