Offer Title,Price,Currency,Offered By,Brand,Model,Version,Year,Mileage,Engine Capacity,Fuel Type,Power,Body Type,Transmission,Number of Doors,Number of Seats,Color,Condition,Registration Number,Drive,City Fuel Consumption,Registered in Poland,Accident Free,Tuning,Car Link
SsangYong Torres 1.5 T-GDI Adventure Plus,156335,PLN,Firma,SsangYong,Torres,1.5 T-GDI Adventure Plus,2023,10 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Czarny,Nowe,,Na przednie koła,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-torres-adventure-automat-brazowa-skora-ID6FX8sx.html
SsangYong Tivoli Grand 1.5 T-GDI Adventure Plus,116900,PLN,Firma,SsangYong,Tivoli Grand,1.5 T-GDI Adventure Plus,2023,5 000 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Czarny,Używane,Tak,Na przednie koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-tivoli-grand-grupa-polmotor-salon-polska-automat-1-5-benyna-adventure-plus-gwaranca-ID6Gim6D.html
SsangYong Korando,10900,PLN,Prywatne,SsangYong,Korando,,2011,180 000 km,1 998 cm3,Diesel,175 KM,SUV,Manualna,5,5,Czarny,Używane,Tak,Na przednie koła,,,,,https://www.otomoto.pl/osobowe/oferta/ssangyong-korando-2-0-diesel-2wd-zarejestrowany-ID6Gbadm.html
SsangYong REXTON 270 Xdi Lux,13800,PLN,Firma,SsangYong,REXTON,270 Xdi Lux,2005,319 000 km,2 696 cm3,Diesel,164 KM,SUV,Automatyczna,5,5,Srebrny,Używane,,4x4 (dołączany automatycznie),12 l/100km,Tak,,,https://www.otomoto.pl/osobowe/oferta/ssangyong-rexton-2-7-crdi-164km-skora-navi-napedy-4wd-klimatronik-zadbany-ID6GmeNc.html
,,,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/osobowe/oferta/ssangyong-tivoli-salon-pierwszy-wlasciciel-bezwypadkowy-gwarancja-od-aso-ID6GpQjP.html
SsangYong Torres,162535,PLN,Firma,SsangYong,Torres,,2023,2 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Szary,Nowe,,,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-torres-1-5-t-gdi-163km-automat-premiera-roku-adventure-dostepny-od-reki-ID6FIi3J.html
SsangYong Tivoli,42900,PLN,Firma,SsangYong,Tivoli,,2017,179 000 km,1 597 cm3,Diesel,116 KM,SUV,Manualna,5,5,Czerwony,Używane,,Na przednie koła,,Tak,,,https://www.otomoto.pl/osobowe/oferta/ssangyong-tivoli-180-km-kamera-2wd-start-stop-quartz-ID6GpQcW.html
SsangYong Rodius RD 270 4WD Automatik Xdi,9999,PLN,Prywatne,SsangYong,Rodius,RD 270 4WD Automatik Xdi,2012,176 000 km,2 696 cm3,Diesel,163 KM,Minivan,Automatyczna,5,7,Szary,Używane,Tak,,"12,50 l/100km",,,,https://www.otomoto.pl/osobowe/oferta/ssangyong-rodius-automat-4x4-ID6G48aS.html
SsangYong Actyon,29900,PLN,Firma,SsangYong,Actyon,,2012,128 669 km,1 998 cm3,Diesel,155 KM,SUV,Manualna,4,5,Srebrny,Używane,Tak,Na tylne koła,9 l/100km,Tak,,,https://www.otomoto.pl/osobowe/oferta/ssangyong-actyon-ID6G7Zsf.html
SsangYong Torres 1.5 T-GDI Adventure Plus,167460,PLN,Firma,SsangYong,Torres,1.5 T-GDI Adventure Plus,2023,1 km,1 497 cm3,Benzyna,163 KM,Kombi,Automatyczna,5,5,Zielony,Nowe,,Na przednie koła,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-torres-dostepny-od-reki-adventure-plus-automat-instalacja-lpg-0-pln-ID6GcgAX.html
